	88d2f686-ae1a-4375-93d9-febc927f0082
	tumor
AC006270.2	0
AC006270.3	0
AC006272.1	0.149294619
AC006272.2	0.064941394
AC006273.1	0.031905006
AC006277.1	0.375369327
AC006288.1	0
AC006296.1	0
AC006296.2	0
AC006299.1	0.090773102
AC006305.1	2.390300559
AC006305.2	0.049764873
AC006305.3	0
AC006326.1	0
AC006328.1	0
AC006329.1	0.35068353
AC006329.2	0
AC006330.1	0.262674377
AC006333.1	0
AC006333.2	4.619811378
AC006335.1	0
AC006335.2	0
AC006335.3	0
AC006338.1	0
AC006338.2	0
AC006349.1	0.11689451
AC006355.1	0
AC006355.2	0
AC006357.1	0
AC006362.1	0
AC006363.1	0
AC006366.1	0
AC006369.1	0.250640601
AC006369.2	0
AC006372.1	0.05031174
AC006372.2	0
AC006372.3	0.006784443
AC006372.4	0
AC006378.1	0.259152923
AC006378.2	0.077662144
AC006380.1	0
AC006386.1	0
AC006386.2	0
AC006387.1	0
AC006390.1	0
AC006427.1	0
AC006435.1	0
AC006435.2	0.912705514
AC006435.3	0
AC006435.4	0
AC006435.5	0
AC006441.1	0.062860892
AC006441.2	0
AC006441.3	0
AC006441.4	0.055890559
AC006441.5	0
AC006445.1	0
AC006445.2	0.058199597
AC006449.1	0.048108949
AC006449.2	1.01741518
AC006449.3	0
AC006449.5	1.17841701
AC006449.6	2.835557377
AC006449.7	0
AC006450.1	0
AC006450.2	0.189123648
AC006450.3	0.051202628
AC006455.1	0
AC006455.2	0
AC006455.3	0
AC006455.4	0
AC006455.5	0
AC006455.6	0
AC006455.7	0
AC006455.8	0
AC006457.1	0
AC006458.1	0
AC006460.1	0.048835929
AC006461.1	0
AC006463.1	0
AC006466.1	0
AC006480.1	0.072672513
AC006480.2	0.349284643
AC006482.1	0
AC006483.1	0.263292746
AC006483.2	0.106680427
AC006484.1	0
AC006486.1	0.043328407
AC006486.2	0.287319157
AC006487.1	0.022498124
AC006487.2	0
AC006499.1	0
AC006499.2	0
AC006499.3	0
AC006499.4	0
AC006499.5	0
AC006499.6	0
AC006499.7	0
AC006499.8	0
AC006504.1	0.539513123
AC006504.2	0
AC006504.3	0.105048604
AC006504.4	0
AC006504.5	0.726696857
AC006504.6	0
AC006504.7	0
AC006504.8	0.259561038
AC006509.1	0
AC006509.2	0
AC006511.1	0.087207015
AC006511.2	0
AC006511.3	0.523829016
AC006512.1	0.188798693
AC006512.2	0
AC006517.1	0
AC006518.1	0
AC006518.2	0.051107367
AC006529.1	0
AC006530.1	0
AC006538.1	0.294633166
AC006538.2	0
AC006538.3	0
AC006539.1	0.054830758
AC006539.2	0.240124212
AC006539.3	0
AC006547.1	1.102685972
AC006547.2	0
AC006547.3	0
AC006548.1	0
AC006548.2	0
AC006557.1	0.101272663
AC006557.2	0
AC006557.3	0
AC006557.4	0
AC006557.5	0.135488088
AC006557.6	0.445119141
AC006566.1	0.160644502
AC006581.1	0
AC006600.1	0
AC006600.2	0.021923551
AC006840.1	0
AC006924.1	0
AC006927.1	0
AC006942.1	0.739582573
AC006946.1	0
AC006946.2	0.048108949
AC006946.3	0
AC006947.1	0.170269896
AC006960.1	0.179543855
AC006960.2	0.051732975
AC006960.3	0.389648367
AC006963.1	0.208898934
AC006965.1	0
AC006967.1	0
AC006967.2	0
AC006967.3	0.125664272
AC006970.1	0
AC006970.2	0.176317136
AC006971.1	0.1163473
AC006978.1	4.006999818
AC006978.2	0.123739684
AC006986.1	0
AC006987.1	0
AC006987.2	0
AC006987.3	0
AC006987.4	0
AC006989.1	0
AC006994.1	0
AC006994.2	0
AC007000.1	0.449764141
AC007000.2	0.112814004
AC007000.3	0.178088881
AC007001.1	0
AC007003.1	0
AC007009.1	0
AC007012.1	0
AC007012.2	0
AC007014.1	0.045033131
AC007014.2	0.917585298
AC007016.1	0
AC007029.1	0.087764249
AC007032.1	0.713511944
AC007036.1	0.285298915
AC007036.2	0.314304461
AC007036.3	0
AC007038.1	0.749528236
AC007038.2	0.965169536
AC007040.1	0
AC007040.2	0.222180983
AC007041.1	0.832430602
AC007064.1	0
AC007064.2	0
AC007064.3	0
AC007066.1	0
AC007066.2	1.181403939
AC007068.1	0
AC007068.2	0.13908967
AC007091.1	0
AC007098.1	0
AC007099.1	0
AC007099.2	0
AC007100.1	0
AC007106.1	0
AC007114.1	8.996092119
AC007114.2	0.115501934
AC007115.1	0
AC007126.1	0
AC007128.1	0.904308042
AC007128.2	0.659764866
AC007136.1	0
AC007151.1	0.113748281
AC007159.1	0
AC007160.1	0
AC007161.1	0
AC007161.2	0
AC007163.1	0.03132293
AC007179.1	0
AC007179.2	0
AC007179.3	0
AC007182.1	0.165406544
AC007182.2	0.410003132
AC007191.1	0.284332723
AC007192.1	0.01068464
AC007192.2	0
AC007193.1	0
AC007193.2	0.232798389
AC007193.3	0
AC007204.1	0.148487621
AC007204.2	0
AC007207.1	0
AC007207.2	0
AC007215.1	0.099529746
AC007216.1	0.045707504
AC007216.2	0.643833044
AC007216.3	0.771738337
AC007216.4	1.173105048
AC007216.5	0
AC007218.1	0.08324306
AC007220.1	1.562286817
AC007221.1	0
AC007223.1	0
AC007224.1	0
AC007224.2	0.430905253
AC007225.1	0.044885964
AC007225.2	0
AC007228.1	0.193452182
AC007228.2	0.889472157
AC007229.1	0.533402133
AC007237.1	0
AC007238.1	0.252454542
AC007249.1	5.671986652
AC007249.2	2.648297471
AC007250.1	0.08127281
AC007253.1	0
AC007255.1	0.019076535
AC007255.2	0
AC007256.1	0.019869953
AC007262.1	0
AC007271.1	0.071911544
AC007272.1	0.15152992
AC007274.1	0
AC007274.2	0
AC007274.3	0
AC007275.1	0
AC007277.1	0.009221286
AC007278.1	0.062102961
AC007278.2	0
AC007279.1	0.164099223
AC007283.1	0
AC007283.2	0.13944269
AC007285.1	0.288249841
AC007285.2	0.212125173
AC007292.1	2.31987027
AC007292.2	0.515445439
AC007292.3	0.153894733
AC007298.1	0
AC007298.2	0
AC007308.1	0
AC007312.1	0
AC007314.1	0.097239681
AC007318.1	1.091325023
AC007318.2	0.565230656
AC007319.1	0.055985482
AC007322.1	0
AC007322.2	0
AC007322.3	0
AC007322.4	0
AC007326.1	0
AC007326.2	0.007249033
AC007327.1	0
AC007327.2	0
AC007333.1	0
AC007333.2	0
AC007336.1	0.114818014
AC007336.2	0.049318151
AC007336.3	0.01271769
AC007342.1	0.038909646
AC007342.2	0.069544835
AC007342.3	0.076270828
AC007342.4	7.078670715
AC007342.5	3.154842029
AC007342.6	0.116488939
AC007342.7	0.670005119
AC007342.8	2.430992023
AC007342.9	2.657767597
AC007344.1	0
AC007346.1	0
AC007346.2	0
AC007347.1	0.879828786
AC007347.2	0
AC007349.1	0
AC007349.2	0.645773469
AC007349.3	0
AC007349.4	0.051635733
AC007359.1	0
AC007362.1	0.25388364
AC007363.1	0
AC007364.1	0.161273248
AC007365.1	0.832430602
AC007365.2	0.179935872
AC007368.1	0
AC007368.2	0
AC007370.1	0
AC007370.2	0.010196811
AC007375.1	0
AC007375.2	0
AC007375.3	0.011871309
AC007376.1	0.09096096
AC007376.2	0.101741518
AC007378.1	0
AC007381.1	0.068504264
AC007382.1	1.23815308
AC007383.1	0
AC007383.2	2.231622465
AC007383.3	0
AC007383.4	0.013305987
AC007384.1	0.531338682
AC007386.1	0.14159902
AC007387.1	1.281943127
AC007388.1	1.956045206
AC007389.1	0.209239901
AC007389.2	0.089771928
AC007389.3	0.33176582
AC007389.4	0.10392261
AC007389.5	0.406145576
AC007390.1	0
AC007390.2	0.433397999
AC007391.1	0.054504385
AC007394.1	0
AC007395.1	0
AC007402.1	0
AC007403.1	0.096896684
AC007405.1	0.007853119
AC007405.2	0
AC007405.3	1.846498078
AC007406.1	0.087207015
AC007406.2	0
AC007406.3	0.440822624
AC007406.4	0
AC007406.5	3.145642328
AC007422.1	0
AC007422.2	0
AC007423.1	0
AC007424.1	0
AC007431.1	0.116728937
AC007431.2	0.048792557
AC007431.3	0.233988159
AC007435.1	0
AC007448.1	0
AC007448.2	0.072290026
AC007448.3	0.518305846
AC007450.1	0.146118138
AC007450.2	0
AC007450.3	0
AC007450.4	0
AC007458.1	0
AC007463.1	0.103530942
AC007485.1	0.266701067
AC007485.2	5.042522026
AC007490.1	0.195378449
AC007493.1	0
AC007493.2	0.459752466
AC007494.1	0.144580052
AC007494.2	0.071911544
AC007494.3	0.036972019
AC007495.1	0
AC007495.2	0.032937902
AC007496.1	0
AC007496.2	0
AC007496.3	0.015957136
AC007497.1	0.195866024
AC007513.1	0
AC007527.1	0
AC007527.2	0
AC007529.1	0
AC007533.1	0.063149908
AC007536.1	0
AC007537.1	2.016162192
AC007537.2	0.107515498
AC007540.1	0.054181873
AC007541.1	1.589494784
AC007546.1	0.147425098
AC007546.2	0.152612277
AC007547.1	3.924315695
AC007547.2	11.36961464
AC007551.1	0
AC007551.2	0
AC007552.1	0
AC007552.2	0
AC007556.1	0.268438533
AC007557.1	0.050776728
AC007557.2	0
AC007557.3	0
AC007557.4	0.063884209
AC007559.1	0
AC007560.1	0.231816117
AC007562.1	0
AC007563.1	0.079739361
AC007563.2	0.0303874
AC007563.3	0
AC007566.1	0.940492206
AC007566.2	0
AC007568.1	0.058323163
AC007569.1	0.159896449
AC007570.1	0
AC007595.1	0.056874141
AC007598.1	0.061317433
AC007598.2	0
AC007598.3	0.032741609
AC007599.1	0
AC007599.2	0
AC007601.1	0.013916013
AC007601.2	0
AC007603.1	0.026350321
AC007603.2	0
AC007608.1	0.033378141
AC007608.2	0
AC007608.3	0.010415245
AC007608.4	0
AC007610.1	0.165483192
AC007610.2	0
AC007610.3	0
AC007610.4	0.129271576
AC007611.1	0.428998592
AC007613.1	0.444262154
AC007614.1	0
AC007614.2	0
AC007618.1	0
AC007619.1	0.8001032
AC007619.2	0
AC007620.1	0
AC007620.2	0
AC007620.3	0.055272052
AC007621.1	0
AC007622.1	0.051346187
AC007622.2	0.272458324
AC007631.1	0
AC007637.1	0.120748175
AC007638.1	0.015581514
AC007638.2	0.142087292
AC007639.1	0.197864657
AC007652.1	0
AC007655.1	0
AC007656.1	0.095882059
AC007656.2	0
AC007663.1	0.443067901
AC007663.2	0
AC007663.3	1.476893003
AC007663.4	1.262497759
AC007666.1	0.04204624
AC007671.1	0.033096638
AC007673.1	0
AC007677.1	0
AC007679.1	0
AC007679.2	0
AC007681.1	0.039950858
AC007683.1	0.13944269
AC007683.2	0.038473683
AC007684.1	0.230358154
AC007685.1	0.790072408
AC007686.1	0.118661814
AC007686.2	0
AC007686.3	0.126046274
AC007687.1	0.090362532
AC007688.1	0.108577905
AC007688.2	0.148890026
AC007690.1	0
AC007718.1	0
AC007728.1	0.033747187
AC007728.2	0.382194224
AC007728.3	0.184116688
AC007731.1	0.012176511
AC007731.2	0.838785034
AC007731.3	0
AC007731.4	0
AC007731.5	0.042655605
AC007738.1	0
AC007741.1	0
AC007742.1	0
AC007742.2	0
AC007743.1	0.599269324
AC007744.1	0
AC007749.1	0
AC007750.1	0.026432725
AC007751.1	0
AC007751.2	0
AC007773.1	1.045676713
AC007780.1	0.265412656
AC007785.1	1.075640748
AC007785.2	0
AC007785.3	0.035445432
AC007786.1	0.773335161
AC007786.2	0.034209477
AC007786.3	0.092181912
AC007787.1	0
AC007787.2	0
AC007790.1	0
AC007792.1	0.205001566
AC007795.1	0
AC007823.1	0.157874769
AC007834.1	0
AC007834.2	0.160176151
AC007842.1	0.498478551
AC007848.1	1.2317603
AC007848.2	0
AC007849.1	0.428385339
AC007849.2	0.116646326
AC007861.1	0
AC007861.2	0
AC007876.1	0
AC007878.1	0.357197775
AC007879.1	0
AC007879.2	0.04985519
AC007879.3	0.150521698
AC007879.4	0.152189528
AC007881.1	0
AC007881.2	0.096386701
AC007881.3	1.538693798
AC007899.1	0.035445432
AC007906.1	0.053863157
AC007906.2	2.07637555
AC007907.1	0.182728669
AC007919.1	0
AC007919.2	0
AC007920.1	0
AC007922.1	0.059847952
AC007922.2	0.586552524
AC007922.3	0
AC007923.1	0.435171641
AC007923.2	0
AC007923.3	0
AC007923.4	0.048363046
AC007938.1	0.037863832
AC007938.2	0.12514902
AC007938.3	1.102335869
AC007948.1	0
AC007950.1	0
AC007950.2	0.035113178
AC007952.1	0
AC007952.2	0.026609826
AC007952.3	0
AC007952.4	0.301870438
AC007952.5	0
AC007952.6	0.041107684
AC007952.7	0
AC007952.8	0
AC007952.9	0
AC007953.1	0.049053946
AC007953.2	0
AC007954.1	0
AC007956.1	0.101366088
AC007966.1	0.205280101
AC007967.1	0
AC007967.2	0
AC007967.3	0
AC007967.4	0
AC007969.1	13.27419537
AC007969.2	0
AC007991.1	0
AC007991.2	1.077263132
AC007991.3	0.328329202
AC007991.4	0.181621222
AC007992.1	0.028824984
AC007992.2	0
AC007993.1	0.018096317
AC007993.2	0.210903723
AC007996.1	5.414192373
AC007998.1	0
AC007998.2	0.120748175
AC007998.3	0.359871745
AC007998.4	0
AC007998.5	0.231816117
AC008011.1	0
AC008011.2	5.410798912
AC008013.1	0.083453802
AC008013.2	0
AC008013.3	0.040696607
AC008014.1	0.567413405
AC008015.1	0.05907572
AC008026.1	0.368727649
AC008026.2	0
AC008026.3	0
AC008033.1	0
AC008033.2	0
AC008033.3	0.078095835
AC008035.1	0.306587164
AC008040.1	0.07576089
AC008040.2	0.038799731
AC008040.3	0.022297248
AC008040.4	0
AC008040.5	0
AC008050.1	1.086638048
AC008055.1	0
AC008056.1	0.069721345
AC008056.2	0
AC008060.1	0.035422579
AC008060.2	0
AC008060.3	0.102884681
AC008060.4	0
AC008063.1	0.042922203
AC008063.2	0
AC008065.1	0.078937385
AC008066.1	0
AC008067.1	0
AC008069.1	0
AC008072.1	0
AC008073.1	0.050589705
AC008073.2	0.02308421
AC008073.3	0
AC008074.1	0.911874186
AC008074.2	1.024529972
AC008074.3	0.849891128
AC008079.1	0
AC008079.2	0.070035836
AC008080.1	0.051928563
AC008080.2	0
AC008080.3	0
AC008080.4	0.011517908
AC008083.1	0
AC008083.2	0.107726313
AC008083.3	0
AC008088.1	0
AC008103.1	0
AC008105.1	4.696171943
AC008105.2	2.969752418
AC008105.3	0.48011929
AC008109.1	0.332569127
AC008114.1	0.064333044
AC008115.1	0.549404197
AC008115.2	0.113984273
AC008115.3	1.701251613
AC008115.4	0.17722716
AC008121.1	0.102500783
AC008121.2	0.052524302
AC008121.3	0
AC008124.1	1.476559071
AC008125.1	0
AC008126.1	0
AC008127.1	0
AC008127.2	0
AC008132.1	0.017863318
AC008132.2	0
AC008133.1	0
AC008133.2	0
AC008134.1	0.142332694
AC008147.1	0.253571168
AC008147.2	0.186515323
AC008147.3	0.698395166
AC008147.4	0.068447367
AC008149.1	0.104648419
AC008154.1	0
AC008154.2	0
AC008155.1	0.166992157
AC008155.2	0
AC008162.1	0
AC008162.2	0
AC008163.1	0
AC008164.1	0
AC008171.1	0
AC008175.1	0
AC008175.2	0
AC008243.1	0.299312214
AC008250.1	0.105249846
AC008250.2	0
AC008264.1	0
AC008264.2	0.051538855
AC008267.1	0.051394219
AC008267.2	1.456071233
AC008267.3	0.92596213
AC008267.4	0.105451861
AC008267.5	10.22502256
AC008267.6	0.18192192
AC008267.7	0
AC008267.8	0.023006876
AC008268.1	0.024548892
AC008269.1	0.042523545
AC008269.2	0
AC008277.1	0.018168128
AC008277.2	0
AC008278.1	0
AC008278.2	0
AC008280.1	0.2000258
AC008280.2	0
AC008280.3	0.450331309
AC008378.1	0
AC008379.1	0
AC008385.1	0
AC008392.1	0.062860892
AC008393.1	1.530321182
AC008395.1	0
AC008403.1	0
AC008403.2	0.019649649
AC008403.3	0.786591912
AC008406.1	0
AC008406.2	0
AC008406.3	0.659764866
AC008410.1	0
AC008413.1	0
AC008413.2	0
AC008415.1	0
AC008417.1	0
AC008427.1	0
AC008429.1	0.889323341
AC008429.2	0.158971122
AC008429.3	0
AC008429.4	0
AC008432.1	0
AC008434.1	0.250184061
AC008438.1	1.601177988
AC008438.2	0.144580052
AC008440.1	0.43802157
AC008440.2	0
AC008440.3	0.296975242
AC008443.1	0.904061858
AC008443.2	0
AC008443.3	2.001472485
AC008443.4	0.36145013
AC008443.5	2.430491819
AC008443.6	0.055532769
AC008443.7	3.908363192
AC008446.1	0
AC008448.1	0
AC008453.1	0
AC008456.1	0
AC008464.1	0.082866395
AC008467.1	0.095400107
AC008474.1	0
AC008481.1	1.040538252
AC008481.2	2.224517936
AC008481.3	0
AC008489.1	0
AC008494.1	0.172551569
AC008494.2	0.148487621
AC008494.3	0.174598791
AC008496.1	0
AC008496.2	0.23887139
AC008498.1	0.051732975
AC008498.2	0.035491227
AC008507.1	0.898208497
AC008507.2	0
AC008507.3	0
AC008514.1	0
AC008514.2	0.082184622
AC008517.1	0
AC008521.1	0
AC008521.2	0
AC008522.1	0.037837755
AC008525.1	0
AC008525.2	0
AC008526.1	0
AC008534.1	0
AC008537.1	0
AC008537.2	1.310819143
AC008537.3	0.774014419
AC008539.1	0
AC008543.1	0.113681034
AC008543.2	0
AC008543.3	0.111894949
AC008543.4	0.062149796
AC008543.5	0
AC008549.1	0.042721944
AC008549.2	0
AC008549.3	0.067995569
AC008550.1	0
AC008551.1	0.203483036
AC008554.1	0
AC008555.1	1.414860283
AC008555.2	0.225297562
AC008555.3	0
AC008555.4	0.43526741
AC008555.5	3.425619995
AC008555.6	0
AC008555.7	0.047118713
AC008555.8	0.50683044
AC008556.1	12.02494971
AC008560.1	0.965093931
AC008562.1	0
AC008565.1	0
AC008567.1	0
AC008567.2	0.04187532
AC008568.1	0
AC008568.2	0
AC008569.1	0
AC008569.2	0.030900124
AC008571.1	0
AC008572.1	0
AC008574.1	0
AC008575.1	0
AC008581.1	0
AC008588.1	0
AC008591.1	0
AC008592.1	0
AC008592.2	0
AC008592.3	1.314364108
AC008592.4	0.061044911
AC008592.5	0.050219762
AC008601.1	0
AC008608.1	0
AC008608.2	1.98102475
AC008609.1	0
AC008610.1	2.516355102
AC008619.1	0
AC008620.1	0
AC008620.2	0
AC008622.1	0
AC008622.2	0.469385197
AC008622.3	0
AC008626.1	0
AC008626.2	0
AC008627.1	0
AC008628.1	0.103661169
AC008628.2	0
AC008629.1	0.020576936
AC008629.2	0
AC008629.3	0
AC008632.1	0.093995585
AC008635.1	0.195517508
AC008637.1	2.293735217
AC008638.1	0
AC008638.2	0
AC008638.3	0
AC008641.1	0
AC008649.1	3.24744729
AC008649.2	0.113513264
AC008652.1	0
AC008655.1	0
AC008655.2	0.993987857
AC008659.1	0
AC008662.1	0
AC008662.2	0
AC008663.1	0.181122263
AC008663.2	0.109370444
AC008663.3	0.300549342
AC008667.1	0.096726091
AC008667.2	0
AC008667.3	0
AC008667.4	0
AC008669.1	0.252251698
AC008676.1	0.039658628
AC008676.2	0.02070879
AC008676.3	0
AC008677.1	0.035195656
AC008677.2	0.089771928
AC008677.3	0
AC008680.1	0
AC008686.1	0.0508237
AC008687.1	0.069898753
AC008687.2	0.369791287
AC008687.3	1.102483339
AC008687.4	0.055720507
AC008687.5	0
AC008687.6	0
AC008691.1	0.165649507
AC008694.1	0
AC008694.2	0
AC008695.1	0
AC008696.1	0
AC008696.2	0
AC008700.1	0.049991283
AC008705.1	0
AC008708.1	0
AC008708.2	0
AC008716.1	0
AC008723.1	0
AC008725.1	0
AC008728.1	0
AC008731.1	0.569330774
AC008734.1	0.051154953
AC008734.2	0.287947692
AC008735.1	0.34252132
AC008735.2	3.329722408
AC008735.3	0
AC008735.4	0.813262792
AC008735.5	0
AC008736.1	5.4166611
AC008736.2	0.319421045
AC008737.1	0.296174769
AC008737.2	0
AC008737.3	0
AC008738.1	0.073253893
AC008738.2	1.495902517
AC008738.3	0
AC008738.4	0
AC008738.5	0
AC008738.6	0.048278049
AC008738.7	0
AC008739.1	0
AC008739.2	0.086656813
AC008739.3	0.216300865
AC008739.5	0.014174515
AC008740.1	0.646357879
AC008740.2	0
AC008741.1	0
AC008741.2	1.772556078
AC008742.1	0
AC008743.1	0
AC008745.1	0
AC008747.1	0.186449388
AC008749.1	0
AC008750.1	0.279168799
AC008750.2	0.164001253
AC008750.3	0
AC008750.4	0.125434748
AC008750.5	0.232306214
AC008750.6	0
AC008750.7	0.147425098
AC008750.8	0.149565571
AC008751.1	0
AC008751.2	0
AC008752.1	0.201986837
AC008752.2	0.073253893
AC008752.3	1.620433728
AC008753.1	0.193452182
AC008753.2	0
AC008753.3	0
AC008758.1	0
AC008758.2	0.197627409
AC008758.3	0
AC008758.4	0.021187975
AC008758.5	0
AC008758.6	0.046718044
AC008759.1	0
AC008759.2	0.137351049
AC008759.3	2.865986462
AC008760.1	1.001100943
AC008760.2	0.607300144
AC008761.1	0
AC008761.2	0
AC008761.3	0
AC008763.1	0.847242534
AC008763.2	0
AC008763.3	0
AC008764.1	0
AC008764.10	0
AC008764.2	1.534240444
AC008764.3	0
AC008764.4	0.046402382
AC008764.5	0
AC008764.6	0.783345762
AC008764.7	0
AC008764.8	0.505524657
AC008764.9	0.120627668
AC008770.1	0
AC008770.2	0.049518179
AC008770.3	0.469576237
AC008771.1	3.529083265
AC008780.1	0
AC008780.2	0
AC008781.1	0.221177213
AC008781.2	0.011076698
AC008781.3	0
AC008782.1	0
AC008785.1	0
AC008794.1	0
AC008794.2	0
AC008798.1	0
AC008799.1	0.060109868
AC008799.2	0
AC008802.1	0
AC008805.1	0
AC008805.2	0
AC008806.1	0.04497783
AC008808.1	0
AC008808.2	0
AC008813.1	0.06207957
AC008814.1	0
AC008817.1	0
AC008825.1	0
AC008825.2	0
AC008833.1	0
AC008834.1	0
AC008837.1	0
AC008837.2	0
AC008840.1	0.090660759
AC008850.1	0
AC008852.1	0.182728669
AC008868.1	0
AC008869.1	0
AC008870.1	0
AC008870.2	1.421797971
AC008870.3	0.042855242
AC008870.4	0.262872822
AC008870.5	0
AC008871.1	0
AC008873.1	0
AC008875.1	0.304848198
AC008878.1	0
AC008878.2	0
AC008878.3	0.032689659
AC008878.4	0
AC008883.1	0
AC008883.2	0
AC008885.1	0.091263156
AC008885.2	0
AC008892.1	0
AC008894.1	0
AC008894.2	0.055961721
AC008894.3	0.469197913
AC008895.1	0.230489938
AC008897.1	0.633318959
AC008897.2	0
AC008897.3	0
AC008906.1	0.493969808
AC008906.2	0.048278049
AC008914.1	0
AC008915.1	0.065639689
AC008915.2	0.491026591
AC008937.1	0
AC008937.2	0.044378368
AC008937.3	0.080794735
AC008938.1	0
AC008940.1	0
AC008945.1	0
AC008946.1	1.043998475
AC008948.1	0
AC008953.1	0.086384308
AC008957.1	0.568839548
AC008957.2	0.069369217
AC008957.3	0.735152806
AC008958.1	0
AC008962.1	0
AC008966.1	3.027399459
AC008966.2	0.485125119
AC008967.1	0
AC008969.1	1.137948832
AC008972.1	0.386299826
AC008972.2	1.835054505
AC008982.1	0
AC008982.2	1.002969123
AC008985.1	0.012268964
AC008991.1	0
AC008991.2	0
AC008992.1	0
AC009005.1	0.954931977
AC009019.1	0.142826048
AC009021.1	0
AC009021.2	0
AC009022.1	1.383844396
AC009022.2	0
AC009027.1	0
AC009032.1	0.063735986
AC009033.1	0
AC009034.1	0.11542105
AC009035.1	0
AC009039.1	0
AC009039.2	0
AC009041.1	0.019862769
AC009041.2	0.18993487
AC009041.3	0
AC009041.4	2.109781008
AC009044.1	0
AC009052.1	0
AC009053.1	3.293841778
AC009053.2	0.929224858
AC009053.3	0.082617173
AC009053.4	0.254353795
AC009054.1	0.064333044
AC009054.2	0.587598072
AC009055.1	0
AC009055.2	0
AC009060.1	0.066140152
AC009060.2	0.518305846
AC009061.1	0
AC009061.2	1.356760365
AC009063.1	0
AC009063.2	0
AC009063.3	0
AC009065.1	0
AC009065.2	0.596314252
AC009065.3	0.131436411
AC009065.4	1.40154132
AC009065.5	0.322636693
AC009065.6	0.060241688
AC009065.7	0
AC009065.8	2.16136169
AC009075.1	0
AC009075.2	0
AC009078.1	0.070166564
AC009078.2	0.019063296
AC009078.3	0.141252303
AC009081.1	0
AC009084.1	0
AC009084.2	0.293276262
AC009084.3	0
AC009086.1	0
AC009086.2	0
AC009086.3	0.490539462
AC009087.1	0.297780053
AC009088.1	0.263819542
AC009088.2	0.059330907
AC009088.3	0
AC009088.4	0
AC009090.1	1.074254017
AC009090.2	0.058199597
AC009090.3	0.875157128
AC009090.4	0.342354282
AC009090.5	0.216395526
AC009093.1	0.157047412
AC009093.2	0.089537842
AC009093.3	0.025202027
AC009093.4	0.440698554
AC009093.5	0
AC009093.6	0.099349764
AC009093.7	0
AC009094.1	0
AC009095.1	0.372898776
AC009097.1	0
AC009097.2	0.708908642
AC009097.3	0
AC009097.4	0.035354195
AC009101.1	0
AC009102.1	0
AC009102.2	0.067041391
AC009102.3	0
AC009107.1	0
AC009107.2	0.333260778
AC009108.1	0.138041256
AC009108.2	0
AC009108.3	0.03907569
AC009108.4	0
AC009108.5	0.16648612
AC009110.1	0
AC009113.1	5.341117349
AC009113.2	0
AC009117.1	0
AC009117.2	0
AC009117.3	0
AC009118.1	0.073449759
AC009118.2	0.545210272
AC009118.3	0.755194773
AC009119.1	0.257051246
AC009119.2	0.161853937
AC009119.3	0.048792557
AC009120.1	2.671521467
AC009120.2	2.432909093
AC009120.3	2.03483036
AC009120.4	0.115664042
AC009120.5	0.188152122
AC009120.6	0
AC009121.1	1.103825784
AC009121.2	0.411810906
AC009123.1	1.043293685
AC009126.1	1.440669524
AC009127.1	0.064484061
AC009127.2	0
AC009132.1	0.171688812
AC009133.1	1.407856757
AC009133.2	0
AC009133.3	0.066353164
AC009133.4	0
AC009133.5	0
AC009133.6	0
AC009134.1	0
AC009135.1	0.07079951
AC009135.2	0
AC009137.1	0
AC009137.2	0.042855242
AC009139.1	0.042132224
AC009139.2	0
AC009142.1	0.038206133
AC009145.1	0
AC009145.2	0
AC009145.3	0
AC009145.4	0.084915641
AC009148.1	0.428425107
AC009152.1	0
AC009153.1	0
AC009154.1	0
AC009154.2	0
AC009158.1	0.016017615
AC009159.1	0
AC009159.2	0.271982276
AC009159.3	0.44417006
AC009159.4	0.054101841
AC009161.1	0
AC009161.2	0
AC009163.1	0
AC009163.2	0
AC009163.3	0.290178273
AC009163.4	0.051830585
AC009163.5	0.860512598
AC009163.6	0
AC009163.7	1.697416175
AC009166.1	0
AC009166.2	0
AC009167.1	0
AC009169.1	0
AC009171.1	0
AC009171.2	3.973678156
AC009185.1	0.150769538
AC009220.1	0.099891672
AC009220.2	0.062753192
AC009220.3	0.140632474
AC009226.1	0.235336689
AC009227.1	0.023260127
AC009227.2	0
AC009228.1	0.087624274
AC009229.1	0
AC009229.2	0.078262706
AC009229.3	0
AC009229.4	0
AC009233.1	0
AC009237.1	0
AC009237.10	0
AC009237.11	0
AC009237.12	0
AC009237.13	0
AC009237.14	8.272083271
AC009237.15	1.644922746
AC009237.16	0
AC009237.17	0
AC009237.2	0
AC009237.3	1.114701164
AC009237.4	0
AC009237.5	0.054830758
AC009237.6	0
AC009237.7	0
AC009237.8	1.884499885
AC009237.9	0
AC009238.1	0
AC009238.2	0
AC009238.3	0
AC009244.1	0.319421045
AC009245.1	0.382415915
AC009248.1	0
AC009248.2	0.108150433
AC009262.1	0.16158947
AC009263.1	0
AC009264.1	0.305975142
AC009268.1	0.022834755
AC009268.2	0.180329605
AC009269.1	0
AC009269.2	0.116399194
AC009269.3	0
AC009269.4	0.18192192
AC009269.5	0.140154132
AC009271.1	6.831369365
AC009275.1	0.410343384
AC009276.1	0
AC009283.1	3.279389394
AC009292.1	0
AC009292.2	0.068504264
AC009296.1	0
AC009299.1	0.038312706
