	3ceffeff-4dd6-4ff9-8fa2-eb88199c498b
	tumor
AC006329.1	0.397927979
AC006329.2	0
AC006330.1	0.249792969
AC006333.1	0
AC006333.2	2.097335796
AC006335.1	0
AC006335.2	0
AC006335.3	0
AC006338.1	0
AC006338.2	0
AC006349.1	0.091829534
AC006355.1	0
AC006355.2	0
AC006357.1	0
AC006362.1	0
AC006363.1	0
AC006366.1	0
AC006369.1	0.11813836
AC006369.2	0
AC006372.1	0.237142202
AC006372.2	0
AC006372.3	0
AC006372.4	0
AC006378.1	0.101792172
AC006378.2	0.113303403
AC006380.1	0
AC006386.1	0
AC006386.2	0.053152563
AC006387.1	0
AC006390.1	0
AC006427.1	0
AC006435.1	0
AC006435.2	3.147803296
AC006435.3	0
AC006435.4	0.092221967
AC006435.5	0
AC006441.1	0.395056117
AC006441.2	0
AC006441.3	0
AC006441.4	0
AC006441.5	0
AC006445.1	0
AC006445.2	0.411481914
AC006449.1	0.075586481
AC006449.2	1.554110932
AC006449.3	0.114990801
AC006449.5	0.329150663
AC006449.6	1.48503074
AC006449.7	0
AC006450.1	0.046912914
AC006450.2	0.111428264
AC006450.3	0
AC006455.1	0
AC006455.2	0
AC006455.3	0
AC006455.4	0
AC006455.5	0
AC006455.6	0
AC006455.7	0
AC006455.8	0
AC006457.1	0
AC006458.1	0
AC006460.1	0.057546508
AC006461.1	0
AC006463.1	0
AC006466.1	0
AC006480.1	0.171269368
AC006480.2	0.258249099
AC006482.1	1.26475841
AC006483.1	1.241018935
AC006483.2	0.167611187
AC006484.1	0
AC006486.1	0
AC006486.2	0.402354504
AC006487.1	0.053021967
AC006487.2	0
AC006499.1	0
AC006499.2	0
AC006499.3	0
AC006499.4	0
AC006499.5	0
AC006499.6	0
AC006499.7	0
AC006499.8	0
AC006504.1	0.582764347
AC006504.2	0
AC006504.3	0.041261836
AC006504.4	0
AC006504.5	0.625444683
AC006504.6	0.108441911
AC006504.7	0
AC006504.8	0.951556426
AC006509.1	0
AC006509.2	0.05463276
AC006511.1	0
AC006511.2	0
AC006511.3	1.198213178
AC006512.1	0.074157871
AC006512.2	0
AC006517.1	0
AC006518.1	0.068653045
AC006518.2	0.020074363
AC006529.1	0.033877457
AC006530.1	0.075586481
AC006538.1	0.353992713
AC006538.2	0
AC006538.3	0
AC006539.1	0.086147467
AC006539.2	0.226363011
AC006539.3	0
AC006547.1	1.979985707
AC006547.2	0
AC006547.3	0
AC006548.1	0
AC006548.2	0
AC006557.1	0.29834019
AC006557.2	0
AC006557.3	0
AC006557.4	0
AC006557.5	0.053218102
AC006557.6	0.224791046
AC006566.1	0.042066161
AC006581.1	0
AC006600.1	0.141045362
AC006600.2	0
AC006840.1	0
AC006924.1	0
AC006927.1	0.043333214
AC006942.1	0.497998624
AC006946.1	0.526340009
AC006946.2	0.453518887
AC006946.3	0.485263209
AC006947.1	0.579626498
AC006960.1	0.141045362
AC006960.2	0
AC006960.3	0.061219689
AC006963.1	0.082053005
AC006965.1	0.022502545
AC006967.1	0
AC006967.2	0
AC006967.3	0
AC006970.1	0.499278826
AC006970.2	1.856041085
AC006971.1	0.08658915
AC006978.1	9.111141763
AC006978.2	0.810057822
AC006986.1	0
AC006987.1	0
AC006987.2	0
AC006987.3	0.053152563
AC006987.4	0
AC006989.1	0
AC006994.1	0.051442051
AC006994.2	0
AC007000.1	0.543575324
AC007000.2	0
AC007000.3	0.034975592
AC007001.1	0
AC007003.1	0
AC007009.1	0
AC007012.1	0
AC007012.2	0
AC007014.1	0
AC007014.2	0.225260338
AC007016.1	0.61909665
AC007029.1	0.068945496
AC007032.1	0.127390439
AC007036.1	0.288159441
AC007036.2	0.098764029
AC007036.3	0
AC007038.1	0.353286882
AC007038.2	2.041345711
AC007040.1	0.09048193
AC007040.2	0.038786682
AC007041.1	0.205523242
AC007064.1	0
AC007064.2	0
AC007064.3	0
AC007066.1	0.339841581
AC007066.2	1.226683223
AC007068.1	0
AC007068.2	0
AC007091.1	0.038127103
AC007098.1	0.058800927
AC007099.1	0.01821092
AC007099.2	0
AC007100.1	0
AC007106.1	0
AC007114.1	1.489142084
AC007114.2	0.060490372
AC007115.1	0
AC007126.1	0
AC007128.1	2.03804078
AC007128.2	1.295738778
AC007136.1	0
AC007151.1	0
AC007159.1	0
AC007160.1	0.33824358
AC007161.1	0.028850188
AC007161.2	0
AC007163.1	0.024606545
AC007179.1	0
AC007179.2	0
AC007179.3	0
AC007182.1	0.009995341
AC007182.2	3.113523736
AC007191.1	1.066387705
AC007192.1	0.004196799
AC007192.2	0
AC007193.1	0
AC007193.2	0.182880851
AC007193.3	0
AC007204.1	0.038882775
AC007204.2	0
AC007207.1	0
AC007207.2	0.183502894
AC007215.1	0
AC007216.1	0
AC007216.2	0.168593284
AC007216.3	0.144347427
AC007216.4	0.230390823
AC007216.5	0
AC007218.1	0
AC007220.1	0.306823797
AC007221.1	0
AC007223.1	0
AC007224.1	0
AC007224.2	0.380822477
AC007225.1	0
AC007225.2	0
AC007228.1	0
AC007228.2	0.113749686
AC007229.1	0.523784961
AC007237.1	0.086492747
AC007238.1	0.334668805
AC007249.1	0.131052269
AC007249.2	0.75092776
AC007250.1	0.063845977
AC007253.1	0
AC007255.1	0.01498607
AC007255.2	0
AC007256.1	0.02341404
AC007262.1	0.067227229
AC007271.1	0.112983981
AC007272.1	0
AC007274.1	0
AC007274.2	0
AC007274.3	0
AC007275.1	0
AC007277.1	0.007244022
AC007278.1	0.113835405
AC007278.2	0
AC007279.1	0.386737283
AC007283.1	0
AC007283.2	0.328628534
AC007285.1	0.022644219
AC007285.2	0.12498035
AC007292.1	0.57855068
AC007292.2	0.309645944
AC007292.3	0.060448012
AC007298.1	0
AC007298.2	0.075104201
AC007308.1	0
AC007312.1	0.08364318
AC007314.1	0.190972924
AC007318.1	8.769147167
AC007318.2	0.177612678
AC007319.1	0.747674565
AC007322.1	0
AC007322.2	0
AC007322.3	0
AC007322.4	0
AC007326.1	0.188471095
AC007326.2	0.005694667
AC007327.1	0
AC007327.2	0
AC007333.1	0
AC007333.2	0
AC007336.1	0.276232257
AC007336.2	0.03874316
AC007336.3	0
AC007342.1	0.030566488
AC007342.2	0
AC007342.3	0.014979135
AC007342.4	0.273163802
AC007342.5	0.39291208
AC007342.6	0.232936905
AC007342.7	0.286255093
AC007342.8	0.286459386
AC007342.9	0.358367241
AC007344.1	0
AC007346.1	0
AC007346.2	0
AC007347.1	0
AC007347.2	0
AC007349.1	0
AC007349.2	0
AC007349.3	0
AC007349.4	0
AC007359.1	0
AC007362.1	0.039888984
AC007363.1	0
AC007364.1	0.190038614
AC007365.1	0.75719089
AC007365.2	0.801002154
AC007368.1	0.016473237
AC007368.2	0
AC007370.1	0
AC007370.2	0
AC007375.1	0
AC007375.2	0.071575258
AC007375.3	0
AC007376.1	0
AC007376.2	0.039962853
AC007378.1	0.045146319
AC007381.1	0.021526125
AC007382.1	1.862897832
AC007383.1	0.101792172
AC007383.2	2.963589491
AC007383.3	0
AC007383.4	0
AC007384.1	0.354795925
AC007386.1	0.148315741
AC007387.1	1.294796423
AC007388.1	0.723493031
AC007389.1	0.01174099
AC007389.2	0
AC007389.3	0.039094095
AC007389.4	0.02721304
AC007389.5	0.029005296
AC007390.1	0.06061781
AC007390.2	0.289397044
AC007391.1	0.21408671
AC007394.1	0
AC007395.1	0
AC007402.1	0
AC007403.1	0
AC007405.1	0.043184558
AC007405.2	0.051874857
AC007405.3	1.696044952
AC007406.1	0.137015494
AC007406.2	0.042902466
AC007406.3	0.18226301
AC007406.4	0.028209072
AC007406.5	2.88640212
AC007422.1	0
AC007422.2	0
AC007423.1	0.068835535
AC007424.1	0
AC007431.1	0
AC007431.2	0
AC007431.3	0
AC007435.1	0.051999856
AC007448.1	0
AC007448.2	0
AC007448.3	0.563772027
AC007450.1	0
AC007450.2	0
AC007450.3	0
AC007450.4	0.082366185
AC007458.1	0
AC007463.1	0
AC007485.1	0
AC007485.2	2.472566654
AC007490.1	0.030696928
AC007493.1	0
AC007493.2	0.090292638
AC007494.1	0.028394658
AC007494.2	0.056491991
AC007494.3	0.087133003
AC007495.1	0.005366809
AC007495.2	0
AC007496.1	0
AC007496.2	0
AC007496.3	0.006267772
AC007497.1	0.730871421
AC007513.1	0.056939157
AC007527.1	0
AC007527.2	0
AC007529.1	0
AC007533.1	0.024804529
AC007536.1	0.06183364
AC007537.1	1.979811044
AC007537.2	0.422308031
AC007540.1	0
AC007541.1	0.543538321
AC007546.1	0.193022722
AC007546.2	0
AC007547.1	0
AC007547.2	0
AC007551.1	0.12473954
AC007551.2	0
AC007552.1	0.023279332
AC007552.2	0.178938146
AC007556.1	0.140585931
AC007557.1	0
AC007557.2	0
AC007557.3	0.006883554
AC007557.4	0
AC007559.1	0
AC007560.1	0.455273004
AC007562.1	0
AC007563.1	0
AC007563.2	0
AC007563.3	0.058166955
AC007566.1	0.677259184
AC007566.2	0
AC007568.1	0
AC007569.1	0.050244331
AC007570.1	0.071575258
AC007595.1	0
AC007598.1	0
AC007598.2	0
AC007598.3	0.025721025
AC007599.1	0
AC007599.2	0
AC007601.1	0.010932087
AC007601.2	0
AC007603.1	0
AC007603.2	0
AC007608.1	0.008740357
AC007608.2	0.037661327
AC007608.3	0.036818856
AC007608.4	0.025652232
AC007610.1	0
AC007610.2	0.064804626
AC007610.3	0
AC007610.4	0.091397395
AC007611.1	0.696489486
AC007613.1	0.03323826
AC007614.1	0
AC007614.2	0
AC007618.1	0
AC007619.1	0.052378496
AC007619.2	0.17081747
AC007620.1	0
AC007620.2	0
AC007620.3	0.043420403
AC007621.1	0.049382015
AC007622.1	0.121009011
AC007622.2	0.516206275
AC007631.1	0
AC007637.1	0.735140826
AC007638.1	0.012240465
AC007638.2	0
AC007639.1	0.414500655
AC007652.1	0
AC007655.1	0
AC007656.1	0
AC007656.2	0
AC007663.1	0.417676265
AC007663.2	0.00968579
AC007663.3	0.928169478
AC007663.4	1.025987657
AC007666.1	0.099091563
AC007671.1	0.051999856
AC007673.1	0.019618128
AC007677.1	0
AC007679.1	0
AC007679.2	0
AC007681.1	0.125537757
AC007683.1	1.752685513
AC007683.2	0
AC007684.1	0.135722895
AC007685.1	0.381945847
AC007686.1	1.211832505
AC007686.2	0
AC007686.3	0.2289813
AC007687.1	0.070986646
AC007688.1	1.393171381
AC007688.2	0.058482223
AC007690.1	0.276665902
AC007718.1	0
AC007728.1	0.026510983
AC007728.2	0.469129139
AC007728.3	0.549623146
AC007731.1	0
AC007731.2	0.582899153
AC007731.3	0
AC007731.4	0
AC007731.5	0
AC007738.1	0.062011323
AC007741.1	0
AC007742.1	0
AC007742.2	0
AC007743.1	0.249915819
AC007744.1	0
AC007749.1	0
AC007750.1	0.259561467
AC007751.1	0.114786917
AC007751.2	0.074157871
AC007773.1	1.420901424
AC007780.1	0.115834355
AC007785.1	1.884994792
AC007785.2	0
AC007785.3	0.083535253
AC007786.1	0.713168164
AC007786.2	0.483734653
AC007786.3	0.072415907
AC007787.1	0.013632306
AC007787.2	0.072053223
AC007790.1	0.055191663
AC007792.1	0
AC007795.1	0
AC007823.1	0.509870877
AC007834.1	0
AC007834.2	0.062915278
AC007842.1	0.370425656
AC007848.1	2.257830061
AC007848.2	0.012495623
AC007849.1	0
AC007849.2	0
AC007861.1	0
AC007861.2	0
AC007876.1	0
AC007878.1	0.374141381
AC007879.1	0
AC007879.2	0
AC007879.3	0.118246249
AC007879.4	0.119556456
AC007881.1	0
AC007881.2	0.037859545
AC007881.3	0.497725149
AC007899.1	0.111380337
AC007906.1	0.084627217
AC007906.2	1.331169215
AC007907.1	0
AC007919.1	0.795573839
AC007919.2	0
AC007920.1	0.008070284
AC007922.1	0
AC007922.2	0.076796941
AC007922.3	0
AC007923.1	0
AC007923.2	0
AC007923.3	0
AC007923.4	0
AC007938.1	0.044617382
AC007938.2	0.090121239
AC007938.3	0.623497475
AC007948.1	0
AC007950.1	0
AC007950.2	0.027584074
AC007952.1	0
AC007952.2	0.020904043
AC007952.3	0
AC007952.4	0
AC007952.5	0
AC007952.6	0
AC007952.7	0
AC007952.8	0
AC007952.9	0
AC007953.1	0.077071216
AC007953.2	0
AC007954.1	0
AC007956.1	0.159261553
AC007966.1	0.351846854
AC007967.1	0.204813929
AC007967.2	0
AC007967.3	0
AC007967.4	0
AC007969.1	9.896840664
AC007969.2	0
AC007991.1	0
AC007991.2	3.808224772
AC007991.3	0
AC007991.4	0.285354583
AC007992.1	0.022644219
AC007992.2	0
AC007993.1	0.007108017
AC007993.2	0.041420231
AC007996.1	0.956218556
AC007998.1	0.064226013
AC007998.2	0
AC007998.3	0.164912208
AC007998.4	0
AC007998.5	0
AC008011.1	0
AC008011.2	3.54216193
AC008013.1	0.032779656
AC008013.2	0.062011323
AC008013.3	0.127881128
AC008014.1	0.61047878
AC008015.1	0
AC008026.1	3.041468107
AC008026.2	0.372067938
AC008026.3	0.025284054
AC008033.1	0.074285509
AC008033.2	0
AC008033.3	0
AC008035.1	1.541424313
AC008040.1	0.081158106
AC008040.2	0
AC008040.3	0.087580927
AC008040.4	0
AC008040.5	0
AC008050.1	0
AC008055.1	0
AC008056.1	0.054771422
AC008056.2	0
AC008060.1	0
AC008060.2	0
AC008060.3	0
AC008060.4	0.011595884
AC008063.1	0.101155971
AC008063.2	0
AC008065.1	0.682124552
AC008066.1	0
AC008067.1	0
AC008069.1	0.045431453
AC008072.1	0
AC008073.1	0.039742063
AC008073.2	0.054403211
AC008073.3	0
AC008074.1	0.119391095
AC008074.2	0.301817348
AC008074.3	0.113161722
AC008079.1	0
AC008079.2	0.052902384
AC008080.1	0.183572272
AC008080.2	0.074800487
AC008080.3	0.17036795
AC008080.4	0.054289158
AC008083.1	0.455685015
AC008083.2	0
AC008083.3	0
AC008088.1	0
AC008103.1	0
AC008105.1	1.552852229
AC008105.2	0.965365459
AC008105.3	1.83943025
AC008109.1	0
AC008114.1	0.101077004
AC008115.1	0.143866269
AC008115.2	0.179086642
AC008115.3	1.768847572
AC008115.4	0.44552135
AC008121.1	0
AC008121.2	0
AC008121.3	0.049838199
AC008124.1	1.304111505
AC008125.1	0
AC008126.1	0
AC008127.1	0
AC008127.2	0
AC008132.1	0.002806599
AC008132.2	0
AC008133.1	0
AC008133.2	0.061481312
AC008134.1	0.111813163
AC008147.1	0
AC008147.2	0.206046534
AC008147.3	0.243841134
AC008147.4	0.017923539
AC008149.1	0
AC008154.1	0
AC008154.2	0
AC008155.1	0.655925239
AC008155.2	0
AC008162.1	0
AC008162.2	0
AC008163.1	0
AC008164.1	0
AC008171.1	0
AC008175.1	0
AC008175.2	0
AC008243.1	0.026125836
AC008250.1	0
AC008250.2	0
AC008264.1	0.176402782
AC008264.2	0.092543298
AC008267.1	0.060561105
AC008267.2	0.459900369
AC008267.3	0.454633575
AC008267.4	0
AC008267.5	1.039034166
AC008267.6	0
AC008267.7	0
AC008267.8	0
AC008268.1	0
AC008269.1	0
AC008269.2	0
AC008277.1	0.014272447
AC008277.2	0
AC008278.1	0.68387135
AC008278.2	0
AC008280.1	0.052378496
AC008280.2	0
AC008280.3	0.884423786
AC008378.1	0
AC008379.1	0
AC008385.1	0
AC008392.1	0.049382015
AC008393.1	1.439652143
AC008395.1	0
AC008403.1	0
AC008403.2	0
AC008403.3	0.5703949
AC008406.1	0
AC008406.2	0
AC008406.3	0.078529623
AC008410.1	0
AC008413.1	0
AC008413.2	0
AC008415.1	0
AC008417.1	0.229167508
AC008427.1	0.032946474
AC008429.1	0.349315582
AC008429.2	1.173908794
AC008429.3	0
AC008429.4	0
AC008432.1	0
AC008434.1	0.275154067
AC008438.1	0.550308133
AC008438.2	0
AC008440.1	0.393256317
AC008440.2	0
AC008440.3	0.42771053
AC008443.1	0.912195547
AC008443.2	0
AC008443.3	2.397771153
AC008443.4	0.425919876
AC008443.5	2.930609187
AC008443.6	0.101792172
AC008443.7	1.929913367
AC008446.1	0
AC008448.1	0.036951953
AC008453.1	0
AC008456.1	0
AC008464.1	0
AC008467.1	0.291887331
AC008474.1	0
AC008481.1	0.49045319
AC008481.2	0.121920567
AC008481.3	0
AC008489.1	0
AC008494.1	0.108441911
AC008494.2	0.233296653
AC008494.3	0.091440425
AC008496.1	0
AC008496.2	0
AC008498.1	0.203200945
AC008498.2	0.009293687
AC008507.1	0.676210666
AC008507.2	0.018350289
AC008507.3	0
AC008514.1	0
AC008514.2	0.032281137
AC008517.1	0
AC008521.1	0.115400751
AC008521.2	0
AC008522.1	0.022293327
AC008525.1	0
AC008525.2	0
AC008526.1	0
AC008534.1	0.011123681
AC008537.1	0
AC008537.2	0.313401624
AC008537.3	0.206506606
AC008539.1	0
AC008543.1	0.210504887
AC008543.2	0
AC008543.3	0.043950999
AC008543.4	0.048823395
AC008543.5	0
AC008549.1	0
AC008549.2	0
AC008549.3	0.160247082
AC008550.1	0.024411697
AC008551.1	0.053283803
AC008554.1	0.053218102
AC008555.1	0.172201193
AC008555.2	0.202272435
AC008555.3	0
AC008555.4	0.037992853
AC008555.5	1.819686184
AC008555.6	0
AC008555.7	0
AC008555.8	0.477784658
AC008556.1	3.586078327
AC008560.1	1.73606445
AC008562.1	0
AC008565.1	0
AC008567.1	0.036207954
AC008567.2	0.032896251
AC008568.1	0
AC008568.2	0
AC008569.1	0
AC008569.2	0.145646392
AC008571.1	0
AC008572.1	0
AC008574.1	0
AC008575.1	0
AC008581.1	0
AC008588.1	0
AC008591.1	0
AC008592.1	0.05077633
AC008592.2	0
AC008592.3	0.361386561
AC008592.4	0.143866269
AC008592.5	0.07890289
AC008601.1	0
AC008608.1	0
AC008608.2	1.5562457
AC008609.1	0.014934215
AC008610.1	3.020093437
AC008619.1	0
AC008620.1	0
AC008620.2	0.013753945
AC008622.1	0.075985706
AC008622.2	0.421414621
AC008622.3	0
AC008626.1	0
AC008626.2	0
AC008627.1	0
AC008628.1	0
AC008628.2	0
AC008629.1	0.016164749
AC008629.2	0
AC008629.3	0
AC008632.1	0
AC008635.1	0.115195411
AC008637.1	0.772244387
AC008638.1	0
AC008638.2	0
AC008638.3	0
AC008641.1	0
AC008649.1	0
AC008649.2	0.089173307
AC008652.1	0
AC008655.1	0
AC008655.2	0.70986646
AC008659.1	0
AC008662.1	0
AC008662.2	0
AC008663.1	0.04742844
AC008663.2	0.028639602
AC008663.3	0.047220876
AC008667.1	0.075985706
AC008667.2	0.046012666
AC008667.3	0.0390234
AC008667.4	0
AC008669.1	0.227887341
AC008676.1	0.020769914
AC008676.2	0.130146644
AC008676.3	0.049609058
AC008677.1	0.013824433
AC008677.2	0.493658767
AC008677.3	0
AC008680.1	0
AC008686.1	0.039925884
AC008687.1	0
AC008687.2	2.821992203
AC008687.3	3.428251397
AC008687.4	1.48827175
AC008687.5	0
AC008687.6	0.308284863
AC008691.1	0.075909338
AC008694.1	0.050420421
AC008694.2	0.141045362
AC008695.1	0
AC008696.1	0
AC008696.2	0
AC008700.1	0.058907936
AC008705.1	0
AC008708.1	0
AC008708.2	0
AC008716.1	0.084132321
AC008723.1	0
AC008725.1	0
AC008728.1	0.031230015
AC008731.1	0.335439488
AC008734.1	0.120558326
AC008734.2	0.045240965
AC008735.1	0.430522501
AC008735.2	10.03986531
AC008735.3	0
AC008735.4	0.674373137
AC008735.5	0
AC008736.1	0.303942822
AC008736.2	0
AC008737.1	1.163339104
AC008737.2	0
AC008737.3	0
AC008738.1	0
AC008738.2	0.106831388
AC008738.3	0
AC008738.4	0.061656973
AC008738.5	0
AC008738.6	0.037926082
AC008738.7	0
AC008739.1	0
AC008739.2	0
AC008739.3	0
AC008739.5	0.01113516
AC008740.1	0.084627217
AC008740.2	0
AC008741.1	0
AC008741.2	1.129223204
AC008742.1	0.073967234
AC008743.1	0.026543592
AC008745.1	0
AC008747.1	0.048823395
AC008749.1	0
AC008750.1	0.131585002
AC008750.2	0.08589031
AC008750.3	0.394154162
AC008750.4	0.295615622
AC008750.5	0.866847499
AC008750.6	0
AC008750.7	0.038604544
AC008750.8	0.704970829
AC008751.1	0
AC008751.2	0.022020347
AC008752.1	0.052892011
AC008752.2	0.086319762
AC008752.3	0.878958246
AC008753.1	1.215771289
AC008753.2	0
AC008753.3	0
AC008758.1	0
AC008758.2	0
AC008758.3	0
AC008758.4	0.033289534
AC008758.5	0
AC008758.6	0.073401158
AC008759.1	0
AC008759.2	0.035966567
AC008759.3	0.16992079
AC008760.1	1.541424313
AC008760.2	0.222637557
AC008761.1	0
AC008761.2	0
AC008761.3	0
AC008763.1	0.92156329
AC008763.2	0
AC008763.3	0
AC008764.1	0
AC008764.10	0
AC008764.2	1.205262627
AC008764.3	0
AC008764.4	0.018226301
AC008764.5	0
AC008764.6	2.065165874
AC008764.7	0
AC008764.8	0.738658246
AC008764.9	0
AC008770.1	0.039815388
AC008770.2	0.019450149
AC008770.3	0.276665902
AC008771.1	2.567003217
AC008780.1	0
AC008780.2	0
AC008781.1	0.069500613
AC008781.2	0.008701589
AC008781.3	0.128835465
AC008782.1	0
AC008785.1	0
AC008794.1	0
AC008794.2	0
AC008798.1	0
AC008799.1	0.991638398
AC008799.2	0
AC008802.1	0.43650954
AC008805.1	0
AC008805.2	0
AC008806.1	0
AC008808.1	0
AC008808.2	0
AC008813.1	0.024384113
AC008814.1	0
AC008817.1	0.041446748
AC008825.1	0
AC008825.2	0
AC008833.1	0
AC008834.1	0
AC008837.1	0
AC008837.2	0
AC008840.1	0.094961234
AC008850.1	0.23845238
AC008852.1	0
AC008868.1	0.058561575
AC008869.1	0
AC008870.1	0
AC008870.2	1.306597952
AC008870.3	0.067332107
AC008870.4	0.206506606
AC008870.5	0
AC008871.1	0
AC008873.1	0
AC008875.1	0.106436204
AC008878.1	0
AC008878.2	0
AC008878.3	0
AC008878.4	0
AC008883.1	0.111813163
AC008883.2	0
AC008885.1	0.143388308
AC008885.2	0
AC008892.1	0
AC008894.1	0
AC008894.2	0.016485822
AC008894.3	0.278181636
AC008895.1	0.074073022
AC008897.1	0.621900299
AC008897.2	0
AC008897.3	2.189269313
AC008906.1	1.767787323
AC008906.2	0.113778245
AC008914.1	0
AC008915.1	0.051564971
AC008915.2	0.771477511
AC008937.1	0
AC008937.2	0.034862585
AC008937.3	0.101552661
AC008938.1	0.009944673
AC008940.1	0.02749037
AC008945.1	0
AC008946.1	0.666363955
AC008948.1	0
AC008953.1	0.135722895
AC008957.1	0.037238896
AC008957.2	0
AC008957.3	0.115503695
AC008958.1	0
AC008962.1	0
AC008966.1	0.945895946
AC008966.2	0.714567562
AC008967.1	0
AC008969.1	0.309442641
AC008972.1	0.067437314
AC008972.2	0.873681797
AC008982.1	0
AC008982.2	1.400726353
AC008985.1	0.028914614
AC008991.1	43.32062518
AC008991.2	0
AC008992.1	0.096771033
AC009005.1	0.100022899
AC009019.1	0.11220073
AC009021.1	0
AC009021.2	0
AC009022.1	0.97063847
AC009022.2	0
AC009027.1	0
AC009032.1	0.050069467
AC009033.1	0.050069467
AC009034.1	0.151120031
AC009035.1	0
AC009039.1	0
AC009039.2	0
AC009041.1	0.015603717
AC009041.2	0.204470626
AC009041.3	0
AC009041.4	0.33824358
AC009044.1	0
AC009052.1	0
AC009053.1	0.744135875
AC009053.2	0.018249421
AC009053.3	0
AC009053.4	0
AC009054.1	0.050538502
AC009054.2	0.807805255
AC009055.1	0
AC009055.2	0.014740396
AC009060.1	0
AC009060.2	0
AC009061.1	0.090862907
AC009061.2	0.381596507
AC009063.1	0
AC009063.2	0.011773017
AC009063.3	0
AC009065.1	0.017616278
AC009065.2	0.468450225
AC009065.3	0.034417768
AC009065.4	0.836773198
AC009065.5	0.868990888
AC009065.6	0.094648861
AC009065.7	0
AC009065.8	1.780071224
AC009075.1	0.055191663
AC009075.2	0
AC009078.1	0
AC009078.2	0.02995134
AC009078.3	0.216644847
AC009081.1	0
AC009084.1	0
AC009084.2	0.299508069
AC009084.3	0
AC009086.1	0
AC009086.2	0
AC009086.3	0.192678039
AC009087.1	0.058482223
AC009088.1	0.25906291
AC009088.2	0.046608942
AC009088.3	0
AC009088.4	0.231213647
AC009090.1	0.421954141
AC009090.2	0
AC009090.3	0.572918771
AC009090.4	0.175399136
AC009090.5	0.075553402
AC009093.1	0.185059041
AC009093.2	0.098474304
AC009093.3	0.197981104
AC009093.4	0.192334584
AC009093.5	0
AC009093.6	0.390234003
AC009093.7	0.035290172
AC009094.1	0.050657137
AC009095.1	0.260391437
AC009097.1	0
AC009097.2	0.371267791
AC009097.3	0
AC009097.4	0
AC009101.1	0
AC009102.1	0
AC009102.2	0
AC009102.3	0
AC009107.1	0
AC009107.2	0.411402676
AC009108.1	0.216883823
AC009108.2	0
AC009108.3	0.024557542
AC009108.4	0
AC009108.5	0.02179792
AC009110.1	0
AC009113.1	1.793175561
AC009113.2	0
AC009117.1	0.077905922
AC009117.2	0
AC009117.3	0
AC009118.1	0.057700375
AC009118.2	0.790715373
AC009118.3	0.692140127
AC009119.1	0.094235547
AC009119.2	0.042382862
AC009119.3	0
AC009120.1	1.23183592
AC009120.2	0.87052838
AC009120.3	0.799257051
AC009120.4	0
AC009120.5	0.13302703
AC009120.6	0
AC009121.1	0.571523535
AC009121.2	0.01902993
AC009123.1	0.511301723
AC009126.1	0.382924809
AC009127.1	0.101314274
AC009127.2	0
AC009132.1	0
AC009133.1	1.629582029
AC009133.2	0
AC009133.3	0.039094095
AC009133.4	0
AC009133.5	0
AC009133.6	0
AC009134.1	0
AC009135.1	0
AC009135.2	0
AC009137.1	0
AC009137.2	0.033666054
AC009139.1	0
AC009139.2	0
AC009142.1	0
AC009145.1	0.049838199
AC009145.2	0
AC009145.3	0
AC009145.4	0.016676925
AC009148.1	0.23238703
AC009152.1	0.038812842
AC009153.1	0.043507944
AC009154.1	0
AC009154.2	0.029806547
AC009158.1	0
AC009159.1	0.201681686
AC009159.2	0.249273239
AC009159.3	1.959372696
AC009159.4	0.010625278
AC009161.1	0
AC009161.2	0
AC009163.1	0
AC009163.2	0
AC009163.3	0.202628548
AC009163.4	0.040716869
AC009163.5	0.103999713
AC009163.6	0
AC009163.7	0.168791086
AC009166.1	0
AC009166.2	0
AC009167.1	0
AC009169.1	0
AC009171.1	0
AC009171.2	0.88219882
AC009185.1	0
AC009220.1	1.255560167
AC009220.2	0.049297408
AC009220.3	0.147303347
AC009226.1	0.11764765
AC009227.1	0.0456815
AC009227.2	0.042230803
AC009228.1	0.034417768
AC009229.1	0
AC009229.2	0
AC009229.3	0.076524611
AC009229.4	0.022167376
AC009233.1	0
AC009237.1	0
AC009237.10	0
AC009237.11	0
AC009237.12	0
AC009237.13	0
AC009237.14	7.242953639
AC009237.15	1.550654398
AC009237.16	0
AC009237.17	0
AC009237.2	0
AC009237.3	1.651658755
AC009237.4	0
AC009237.5	0
AC009237.6	0
AC009237.7	0
AC009237.8	1.02490482
AC009237.9	0
AC009238.1	0
AC009238.2	0
AC009238.3	0
AC009244.1	0.501859078
AC009245.1	1.351875615
AC009248.1	0.029360463
AC009248.2	0.084960395
AC009262.1	0.507763303
AC009263.1	0.017417224
AC009264.1	0.146717373
AC009268.1	0.017938438
AC009268.2	0
AC009269.1	0.0455273
AC009269.2	0.137160638
AC009269.3	0
AC009269.4	0.371575132
AC009269.5	0.073401158
AC009271.1	0.659450233
AC009275.1	0.626803247
AC009276.1	0
AC009283.1	5.654278951
AC009292.1	0
AC009292.2	0
AC009296.1	0.696127109
